"JASID","LGC","Site_no","SiteName_furigana","SiteName_original","Address","Chronology","SiteType","ArchaeologicalFeatures","MajorArtefacts","Lon","Lat","X","Y"
13207002000,13207,"20","くまのじんじゃひがしいせき","熊野神社東遺跡","昭島市 中神町","[縄文時代（早期・中期）][平安時代]","包蔵地","","縄文土器 土師器 須恵器",139.3720906,35.70290405,-41738.7411571717,-32863.3114281635
13207002100,13207,"21","","昭島市No.21遺跡","昭島市 福島町二丁目","[古墳時代]","古墳","[古墳時代]横穴式石室","土師器 鉄刀",139.3789227,35.6988614,-41122.5628908129,-33314.7002222828
13207002200,13207,"22","こうふくじだいいせき","広福寺台遺跡","昭島市 福島町二丁目","[縄文時代（前期～後期）][古墳時代][平安時代]","集落","[縄文時代（早期）]住居 集石","縄文土器 打斧 石匙 石錘 土師器 陶器",139.3790943,35.69852683,-41107.2053086864,-33351.8904292913
13207002300,13207,"23","たきのうえいせき","滝ノ上遺跡","昭島市 福島町一丁目 郷地町一丁目","[平安時代]","集落","[平安時代]住居 ピット 土坑","土師器 須恵器 土師質須恵器 陶器（灰釉・緑釉） 石製品 鉄製品",139.3857836,35.69881777,-40501.6935568755,-33322.3924836191
13207002400,13207,"24","ほうしゃくじいせき","宝積寺遺跡","昭島市 郷地町一丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.3868823,35.69689395,-40403.2348352006,-33536.2802673756
13207002500,13207,"25","","昭島市No.25遺跡","昭島市 郷地町一丁目","[縄文時代（中期）][平安時代]","包蔵地","","縄文土器 土師器 須恵器",139.3887362,35.69724247,-40235.2831481047,-33498.3755327446
13207002600,13207,"26","まつばらうえいせき","松原上遺跡","昭島市 松原町四丁目","[縄文時代（早期～後期）][平安時代]","包蔵地","","縄文土器 打斧 環状石斧 須恵器",139.343887,35.718903,-44282.1078778552,-31075.9691344689
13207002900,13207,"29","けいめいがくえんびーいせき","啓明学園B遺跡","昭島市 拝島町五丁目","[平安時代]","包蔵地","","須恵器",139.3370345,35.70871553,-44907.8001064275,-32203.0936158609
13207003000,13207,"30","けいめいがくえんしーいせき","啓明学園C遺跡","昭島市 拝島町五丁目","[縄文時代（前期）]","包蔵地","","縄文土器",139.3381331,35.70815797,-44808.7040956346,-32265.453501497
13207003100,13207,"31","","昭島市No.31遺跡","昭島市 拝島町二丁目","[平安時代?]","包蔵地","","土師器",139.3404097,35.71029459,-44601.5116278152,-32029.4454737949
13207003200,13207,"32","","昭島市No.32遺跡","昭島市 拝島町五丁目","[奈良時代？][平安時代]","塚","","土器",139.3387511,35.70609498,-44753.9363987718,-32494.6114043349
13207003300,13207,"33","","昭島市No.33遺跡","昭島市 緑町三丁目","[縄文時代（後期）][奈良時代？][平安時代]","包蔵地","","縄文土器 須恵器 陶器",139.3436263,35.70990301,-44310.67648324,-32074.3456606286
13207003400,13207,"34","だいにちどうしたいせき","大日堂下遺跡","昭島市 拝島町一丁目","[奈良時代][平安時代]［中世］","包蔵地・社寺","","土師器 陶器",139.3460982,35.70544253,-44089.4634170632,-32570.3212338477
13207003500,13207,"35","","昭島市No.35遺跡","昭島市 緑町一丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.3537886,35.70976363,-43391.2189715065,-32094.3488160785
13207003600,13207,"36","かいせいえんいせき","偕生園遺跡","昭島市 田中町二丁目","[縄文時代（中期）][奈良時代][平安時代][近世]","包蔵地","[平安時代]ピット 土坑 溝状 遺構","縄文土器 土師器 須恵器 陶器 陶磁器 鉄釘",139.3509497,35.70452382,-43650.9530718619,-32674.4143507622
13207003700,13207,"37","","昭島市No.37遺跡","昭島市 宮沢町","[時代不明]","塚","","",139.3640862,35.70291803,-42463.0724462051,-32858.3279210811
13207003800,13207,"38","たまがわしょうがっこういせき","玉川小学校遺跡","昭島市 中神町","[平安時代]","集落","[平安時代]住居?","土師器 須恵器",139.378236,35.70061789,-41183.8039959699,-33119.5412947225
13207004300,13207,"43","じょうどこふんぐんいせき","浄土古墳群","昭島市 田中町二丁目","[古墳時代]","古墳","※遺跡範囲のすべてが昭島市指定史跡浄土古墳となっています。","縄文土器 打斧 耳環 素焼土器",139.3558592,35.69961695,-43209.3360102302,-33220.9721573685
13207004400,13207,"44","","昭島市No.44遺跡","昭島市 大神町三丁目","[古墳時代][奈良時代]","古墳","[古墳時代]横穴式石室","直刀",139.3627552,35.69930957,-42585.4368423728,-33258.0868893551
13207004500,13207,"45","","昭島市No.45遺跡","昭島市 大神町三丁目","[縄文時代（中期）]","包蔵地","","縄文土器",139.3627895,35.6998393,-42582.0511564587,-33199.3316387306
13207004600,13207,"46","きょうづかしたこふん","経塚下古墳","昭島市 宮沢町","[古墳時代][奈良時代]","古墳","[古墳時代]竪穴式石室","鉄鏃 刀子",139.3650898,35.70053632,-42373.5143081165,-33122.9969610038
13207004700,13207,"47","","昭島市No.47遺跡","昭島市 宮沢町 中神町","[旧石器時代]","包蔵地","","尖頭器",139.3787318,35.71515566,-41131.4673520885,-31506.8762824385
13207004800,13207,"48","","昭島市No.48遺跡","昭島市 玉川町四丁目","[縄文時代（前期）][奈良時代][平安時代]","包蔵地","","縄文土器 土師器",139.3795063,35.70383438,-41067.1985482365,-32763.2246890494
13207004900,13207,"49","ひがしこうちいせき","東耕地遺跡","昭島市 中神町","[平安時代]","包蔵地","[平安時代]土坑","土師器 須恵器 陶器（灰釉・緑釉） 鎌 刀子 釘 鏃 錘",139.3744938,35.6979692,-41523.8280550936,-33411.8200266018
13207005000,13207,"50","たまがわちょうかそうぼ","玉川町火葬墓","昭島市 玉川町三丁目","[奈良時代]","火葬墓","","須恵器（獣脚付有蓋短頸壺） 石櫃 火葬骨",139.3825404,35.7047753,-40792.1590702882,-32660.1006415244
13207005100,13207,"51","ちょうじゃやしき","長者屋敷","昭島市 松原町四丁目 松原町五丁目","[中世]","城館","","陶器 板碑 銭貨",139.3427838,35.72112314,-44380.6882166456,-30829.1595069752
13207005200,13207,"52","くりのさわいせき","栗ノ沢遺跡","昭島市 田中町一丁目","[平安時代]","包蔵地","ピット","須恵器",139.3540289,35.70480132,-43372.1634860727,-32644.9922282455
13208000100,13208,"1","みどりがおかいせき","緑ヶ丘遺跡","調布市 緑ヶ丘一丁目　 緑ヶ丘二丁目","[縄文時代（中期）][平安時代][中世][近世]","包蔵地・集落","[縄文時代]埋甕　[平安時代]火葬墓　[中世][近世]掘立柱建物","縄文土器　石器　土師器　須恵器　陶磁器　銭貨",139.5819554,35.66843074,-22757.4049222597,-36756.7874450492
13208000200,13208,"2","やしろだいせき","社田遺跡","調布市 緑ケ丘二丁目","[縄文時代][奈良時代][中世][近世]","包蔵地","","縄文土器　土師器　陶磁器",139.5850312,35.67069691,-22478.3148858592,-36506.0817253801
13208000300,13208,"3","やながわいせき","柳川遺跡","調布市 緑ケ丘二丁目","[縄文時代（中期）][奈良時代][平安時代]","包蔵地","[奈良時代][平安時代]ピット　[近世]溝状遺構","縄文土器　土師器　陶磁器",139.5874488,35.66911635,-22259.8925747513,-36681.982807016
13208000400,13208,"4","せんがわきたいせき","仙川北遺跡","調布市 緑ケ丘二丁目","[縄文時代]","包蔵地","","縄文土器　土師器",139.5894943,35.66679208,-22075.3532633071,-36940.3036355115
13208000500,13208,"5","せんがわいせき","仙川遺跡","調布市 仙川町二丁目　 仙川町三丁目","[旧石器時代][縄文時代（早期～中期）][弥生時代][古墳時代][近世]","包蔵地・集落","[旧石器時代]礫群　[縄文時代]集石　土坑　[古墳時代]住居　[近世]溝","ナイフ形石器　尖頭器　掻器　石核　剥片　縄文土器　打斧　弥生土器　土師器　須恵器　鉄製品　陶磁器",139.584402,35.66485111,-22536.9182447922,-37154.4829083629
13208000600,13208,"6","わかばちょういせき","若葉町遺跡","調布市 若葉町一丁目　 若葉町三丁目","[旧石器時代][縄文時代（早期・中期）]","包蔵地・集落","[旧石器時代]炭化物集中箇所　[縄文時代]住居　集石　土坑　ピット　[平安時代]溝状遺構","縄文土器　打斧　局部磨斧　石槍　石鏃　磨石　スタンプ形石器　凹石　敲石　土製円板　土偶",139.5810261,35.65903992,-22844.2100631693,-37798.4084698462
13208000700,13208,"7","おおはらいせき","大原遺跡","調布市 入間町一丁目","[縄文時代（早期・中期）][奈良時代][中世][近世]","包蔵地","[中世][近世]溝状遺構","縄文土器　土師器　陶器",139.5854034,35.65376101,-22449.3603523151,-38385.0692937338
13208000800,13208,"8","いりまちょうしろやまいせき","入間町城山遺跡","調布市 入間町一丁目　 入間町二丁目　 入間町三丁目","[旧石器時代][古墳時代][中世]","集落","[旧石器時代]礫群　石器ブロック　[縄文時代]住居　炉穴　土坑　[弥生時代]住居　土坑　[古墳時代][奈良時代]住居　土坑　溝　横穴墓　[中世]住居　地下式坑　溝　[時代不明]掘立柱建物","ナイフ形石器　尖頭器　縄文土器　石器　土師器　須恵器　埴輪　墨書土器　陶磁器　鉄製品　鉄滓　紡錘車　土製品　人骨",139.5872189,35.64995753,-22286.028058116,-38807.4473116296
13208000900,13208,"9","がんざいせき","蟹沢遺跡","調布市 入間町三丁目","[旧石器時代][縄文時代（中期）][古墳時代][奈良時代][近世]","包蔵地","[近世]土壙墓","縄文土器　石器　土師器　陶磁器　石臼　鉄製品　人骨",139.5892481,35.64760604,-22102.9283428856,-39068.783818173
13208001000,13208,"10","みなみだいいせき","南台遺跡","調布市 深大寺東町四丁目　 深大寺東町五丁目　 深大寺東町六丁目","[縄文時代（中期～晩期）][奈良時代][平安時代][近世]","包蔵地","","縄文土器　土師器",139.5578128,35.67407388,-24941.2995484109,-36124.8648858498
13208001100,13208,"11","じゃくぼいせき","蛇久保遺跡","調布市 西つつじヶ丘一丁目","[旧石器時代][縄文時代（中期）][弥生時代][古墳時代][奈良時代][近世]","包蔵地・集落","[旧石器時代]石器集中箇所　炭化物集中箇所　[縄文時代]住居　集石　炉　焼土　土坑　土壙墓　埋甕　[古墳時代]住居　[近世]溝","ナイフ形石器　尖頭器　縄文土器　打斧　磨石　耳飾　勾玉　土師器　陶磁器",139.5649612,35.66571255,-24296.7278288447,-37054.2803241549
13208001200,13208,"12","なかだいきたいせき","中台北遺跡","調布市 東つつじヶ丘二丁目","[縄文時代（中期）]","包蔵地","","縄文土器　土師器",139.5787658,35.65855429,-23049.0004111618,-37851.7574876401
13208001300,13208,"13","なかだいいせき","中台遺跡","調布市 東つつじヶ丘二丁目　 東つつじヶ丘三丁目","[縄文時代（中期～後期）][古墳時代]","集落","[縄文時代]住居　敷石住居　集石　土坑　土壙墓　埋甕　[古墳時代]住居","縄文土器　石器　土製品　土師器　須恵器　紡錘車　陶磁器",139.5797814,35.65447452,-22958.2135651705,-38304.6126280944
13208001400,13208,"14","なかだいみなみいせき","中台南遺跡","調布市 東つつじヶ丘三丁目","[旧石器時代][縄文時代]","包蔵地","","縄文土器",139.580732,35.65022075,-22873.3526817362,-38776.755237169
13208001500,13208,"15","りょうやまいせき","陵山遺跡","調布市 入間町二丁目","[縄文時代（中期）][古墳時代]","包蔵地","","縄文土器",139.5829921,35.64979077,-22668.818980401,-38824.9815056911
13208001600,13208,"16","しゅくいせき","宿遺跡","調布市 深大寺元町四丁目","[縄文時代（中期）][奈良時代][平安時代][近世]","包蔵地","[近世]土坑","縄文土器　土師器　陶磁器",139.5433433,35.66933823,-26252.6948740279,-36646.4790193653
13208001700,13208,"17","どうやまいせき","堂山遺跡","調布市 深大寺元町五丁目　 深大寺北町一丁目　 深大寺北町二丁目","[旧石器時代][縄文時代（草創期・前期～中期）][弥生時代]","包蔵地","[縄文時代]集石　土坑　[近世]溝","ナイフ形石器　尖頭器　縄文土器　弥生土器　土師器　須恵器　陶磁器　銭貨",139.5485285,35.67118026,-25782.6869454701,-36443.4930680363
13208001800,13208,"18","てらやまいせき","寺山遺跡","調布市 深大寺元町五丁目","[縄文時代（中期～後期）][奈良時代][平安時代][中世][近世]","集落","[縄文時代]住居　敷石住居　土坑　[古墳時代][奈良時代][平安時代]住居　溝　[近世]井戸　溝","縄文土器　石器　土師器　須恵器　墨書土師器　陶磁器　鉄製品　板碑　銭貨",139.549816,35.66756606,-25667.2893615829,-36844.7975514161
13208001900,13208,"19","ひがしはらいせき","東原遺跡","調布市 深大寺南町五丁目　 深大寺北町二丁目　 深大寺元町五丁目","[縄文時代（中期）][古墳時代][奈良時代][平安時代]","集落","[縄文時代]住居　陥し穴　埋甕　[古墳時代][奈良時代]住居　土坑","縄文土器　石器　土師器　須恵器",139.5527975,35.66987773,-25396.6363684831,-36589.1104880359
13208002000,13208,"20","にしはらいせき","西原遺跡","調布市 深大寺東町一丁目　 深大寺元町一丁目　 深大寺元町五丁目　 深大寺南町五丁目","[旧石器時代][縄文時代（中期）][古墳時代][奈良時代]","包蔵地","[縄文時代]竪穴状遺構","縄文土器　土師器",139.5554739,35.668594,-25154.7465997546,-36732.2187992279
13208002100,13208,"21","いけのうえいせき","池ノ上遺跡","調布市 深大寺南町一丁目　 深大寺南町四丁目　 深大寺元町二丁目","[縄文時代（早期～中期）][古墳時代][奈良時代]","包蔵地・集落","[縄文時代]竪穴状遺構　集石　[古墳時代]住居　[奈良時代]住居","縄文土器　石器　土師器　須恵器　鉄製品　円面硯",139.5545693,35.66449814,-25237.9297497498,-37186.3903998744
